ID,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
814,5010356,74,8,single,rented,no,Biomedical_Engineer,Rajasthan,8,14,0
815,5098928,71,17,single,rented,no,Lawyer,Bihar,4,11,0
816,8030284,65,6,single,rented,no,Civil_engineer,Uttar_Pradesh,6,12,1
817,1755216,38,15,single,rented,no,Hotel_Manager,Uttarakhand,11,13,0
818,2010564,71,16,single,rented,yes,Microbiologist,Maharashtra,3,12,0
819,931235,71,0,single,rented,no,Flight_attendant,Jharkhand,0,13,0
820,221597,30,12,single,rented,no,Librarian,Gujarat,12,10,0
821,8035749,64,16,single,rented,no,Lawyer,Maharashtra,10,11,0
822,3469231,42,12,single,rented,no,Surgeon,Haryana,12,14,0
823,989292,45,4,single,rented,no,Design_Engineer,Gujarat,4,10,0
824,7532243,47,2,single,rented,yes,Chef,Telangana,2,12,0
825,9809512,61,5,single,owned,yes,Industrial_Engineer,Maharashtra,5,11,0
826,5002101,37,6,single,rented,yes,Biomedical_Engineer,Madhya_Pradesh,6,14,0
827,3239090,68,17,single,owned,no,Comedian,Maharashtra,13,11,0
828,1014244,36,9,single,rented,no,Designer,Punjab,9,10,0
829,9412724,57,0,single,rented,no,Consultant,Uttar_Pradesh,0,14,0
830,8304718,78,0,single,rented,no,Civil_servant,West_Bengal,0,13,0
831,5238806,65,3,single,rented,no,Police_officer,Telangana,3,12,1
832,6440066,74,15,single,rented,no,Technician,Chhattisgarh,8,11,0
833,224204,51,9,single,norent_noown,no,Computer_hardware_engineer,Uttar_Pradesh,8,10,0
834,7074289,37,1,married,rented,no,Geologist,Andhra_Pradesh,1,12,0
835,143036,29,4,single,rented,no,Secretary,Uttar_Pradesh,4,14,0
836,8631895,27,12,married,rented,no,Secretary,Jharkhand,7,14,0
837,5272729,28,17,single,rented,no,Computer_operator,Assam,12,10,0
838,1288371,51,2,single,rented,no,Air_traffic_controller,Assam,2,10,0
839,2329433,42,1,single,rented,no,Surveyor,Rajasthan,1,11,0
840,8796074,21,0,single,rented,no,Hotel_Manager,Bihar,0,14,0
841,6550448,77,7,single,rented,yes,Fashion_Designer,Delhi,7,13,0
842,4701745,32,18,single,rented,yes,Technology_specialist,Rajasthan,11,14,0
843,1411158,42,11,single,owned,yes,Civil_engineer,Karnataka,6,13,0
844,9176670,69,12,single,rented,no,Aviator,Karnataka,6,12,0
845,971966,79,10,single,rented,yes,Industrial_Engineer,Gujarat,5,12,0
846,6794531,68,20,single,rented,no,Hotel_Manager,Gujarat,14,10,1
847,2174359,60,18,single,owned,yes,Financial_Analyst,Chhattisgarh,11,10,0
848,9266153,67,14,single,rented,no,Computer_hardware_engineer,Maharashtra,9,11,0
849,972554,54,13,single,rented,yes,Comedian,West_Bengal,13,12,1
850,476900,33,20,single,rented,yes,Firefighter,Bihar,7,10,0
851,6991135,31,16,single,norent_noown,yes,Fashion_Designer,Gujarat,11,11,0
852,1854968,27,19,single,rented,no,Financial_Analyst,Haryana,3,14,0
853,6174825,47,19,single,rented,no,Engineer,Uttar_Pradesh,6,14,0
854,7429005,69,2,married,rented,no,Computer_hardware_engineer,Gujarat,2,13,0
855,2176235,50,10,single,rented,no,Biomedical_Engineer,Bihar,3,11,0
856,1746647,69,2,single,rented,yes,Secretary,Madhya_Pradesh,2,13,0
857,40007,39,19,single,rented,no,Chef,Jharkhand,12,13,0
858,8025541,53,9,married,rented,no,Chemical_engineer,Uttar_Pradesh,7,14,0
859,215207,32,7,married,rented,no,Lawyer,Madhya_Pradesh,7,13,0
860,2636544,39,0,single,rented,no,Computer_hardware_engineer,Tamil_Nadu,0,11,0
861,4505937,52,6,single,rented,no,Petroleum_Engineer,Karnataka,6,14,0
862,1161425,45,14,single,rented,no,Biomedical_Engineer,Assam,13,13,0
863,2513457,32,18,single,rented,yes,Petroleum_Engineer,Assam,9,10,0
864,1239373,64,4,single,rented,no,Lawyer,Jammu_and_Kashmir,3,12,0
865,1207390,43,4,single,rented,no,Computer_operator,Tamil_Nadu,3,14,0
866,2037154,41,9,single,rented,yes,Aviator,Andhra_Pradesh,6,14,0
867,1728444,66,10,single,rented,yes,Magistrate,Uttar_Pradesh,10,13,0
868,267623,32,16,single,rented,no,Lawyer,Tamil_Nadu,5,13,0
869,3026261,49,7,single,rented,no,Technology_specialist,Jharkhand,7,14,0
870,9082033,57,9,single,rented,no,Secretary,West_Bengal,5,14,0
871,6911597,48,12,single,rented,no,Microbiologist,Uttar_Pradesh,4,13,0
872,6852832,44,10,single,rented,no,Financial_Analyst,Tamil_Nadu,10,14,0
873,4306831,49,17,single,rented,no,Biomedical_Engineer,Bihar,6,12,0
874,7625659,51,6,single,rented,no,Dentist,Assam,6,12,0
875,9211842,61,16,single,rented,no,Computer_hardware_engineer,Bihar,11,11,1
876,6268431,43,6,single,owned,yes,Technician,Madhya_Pradesh,3,10,0
877,6165156,28,7,married,owned,no,Chef,Uttar_Pradesh,7,13,0
878,7962568,28,14,single,rented,yes,Engineer,Andhra_Pradesh,5,13,0
879,8057748,46,6,single,rented,yes,Geologist,Gujarat,4,11,1
880,2442625,67,9,married,rented,yes,Firefighter,Andhra_Pradesh,7,12,0
881,5899739,75,11,single,rented,yes,Civil_servant,Assam,3,12,0
882,1006338,67,1,single,rented,yes,Engineer,West_Bengal,1,14,0
883,2579337,41,6,married,rented,no,Chef,Bihar,6,12,0
884,6145246,32,3,single,rented,yes,Fashion_Designer,Gujarat,3,14,0
885,4556669,50,2,single,rented,yes,Hotel_Manager,Telangana,2,13,0
886,6443249,69,18,single,rented,no,Firefighter,Haryana,6,10,0
887,6372556,39,10,single,rented,yes,Graphic_Designer,Uttar_Pradesh,3,13,0
888,4157390,34,17,married,rented,no,Statistician,West_Bengal,12,13,0
889,6389996,32,16,single,rented,no,Biomedical_Engineer,Rajasthan,7,11,0
890,7477502,28,14,single,rented,no,Chartered_Accountant,Jharkhand,11,10,0
891,127445,55,12,single,rented,no,Scientist,West_Bengal,12,11,0
892,6712260,72,10,single,rented,no,Surgeon,Delhi,3,11,0
893,4719877,74,15,single,rented,no,Civil_servant,Telangana,11,10,0
894,1944232,23,20,single,rented,no,Fashion_Designer,Delhi,14,13,0
895,1223133,68,6,single,norent_noown,no,Chartered_Accountant,Kerala,6,10,0
896,5357215,52,8,single,rented,yes,Librarian,Bihar,8,11,0
897,6381365,67,11,single,rented,no,Surveyor,Maharashtra,4,12,0
898,4273331,67,17,single,rented,yes,Surgeon,Punjab,6,10,0
899,8371842,66,15,single,owned,no,Comedian,Punjab,4,11,1
900,1851974,67,8,single,rented,no,Hotel_Manager,West_Bengal,4,12,0
901,3657620,54,3,single,rented,no,Flight_attendant,Karnataka,3,13,0
902,3654298,78,18,single,rented,yes,Industrial_Engineer,Uttar_Pradesh,5,10,0
903,848556,70,6,single,rented,yes,Hotel_Manager,Delhi,6,10,0
904,2615615,44,13,married,rented,no,Web_designer,Andhra_Pradesh,4,12,0
905,9897868,43,17,single,rented,yes,Surgeon,Andhra_Pradesh,8,14,0
906,8105018,74,12,single,rented,yes,Civil_servant,West_Bengal,11,10,0
907,892655,53,4,single,rented,no,Web_designer,Andhra_Pradesh,4,10,0
908,3019138,69,5,single,rented,no,Graphic_Designer,Jharkhand,5,10,0
909,749226,67,4,single,rented,yes,Hotel_Manager,Uttar_Pradesh,4,10,0
910,2293119,46,11,single,rented,yes,Civil_servant,Bihar,11,14,0
911,4408094,30,8,single,rented,yes,Petroleum_Engineer,Bihar,4,10,0
912,4784462,60,19,married,rented,yes,Economist,Chhattisgarh,9,14,0
913,4655230,50,4,single,rented,yes,Biomedical_Engineer,West_Bengal,4,10,0
914,2363748,36,13,married,rented,no,Surgeon,Madhya_Pradesh,7,10,0
915,753735,45,1,single,rented,no,Lawyer,Telangana,1,11,0
916,1618942,31,17,single,rented,no,Magistrate,Jharkhand,7,12,0
917,6621319,27,2,single,rented,yes,Politician,Jharkhand,2,14,0
918,9339198,67,14,married,rented,yes,Hotel_Manager,Andhra_Pradesh,11,14,0
919,736448,31,13,single,rented,no,Industrial_Engineer,Bihar,7,13,0
920,156398,69,10,single,rented,yes,Technology_specialist,Punjab,7,14,0
921,2157311,78,14,single,rented,no,Chef,Haryana,6,12,1
922,5364976,73,13,single,rented,no,Artist,Andhra_Pradesh,3,10,0
923,3191887,76,3,single,owned,yes,Psychologist,West_Bengal,3,14,0
924,4816663,40,18,single,rented,no,Architect,Uttar_Pradesh,3,14,0
925,9777621,61,11,single,rented,no,Physician,Chhattisgarh,11,11,0
926,8623683,29,13,married,rented,no,Artist,Delhi,5,14,0
927,9362365,23,19,single,rented,yes,Firefighter,Andhra_Pradesh,11,13,0
928,2218507,68,17,single,rented,yes,Drafter,Gujarat,7,10,0
929,5055002,48,1,single,rented,no,Artist,Karnataka,1,11,0
930,4072094,39,9,single,rented,no,Graphic_Designer,Uttar_Pradesh,9,14,0
931,6197216,69,2,single,rented,no,Analyst,Uttar_Pradesh,2,13,0
932,5768112,52,3,single,owned,no,Physician,Delhi,3,11,0
933,2175522,64,1,single,rented,no,Librarian,Karnataka,1,13,0
934,5093443,56,2,single,rented,no,Architect,Telangana,2,14,0
935,4375734,30,9,single,rented,yes,Air_traffic_controller,Karnataka,5,13,0
936,1259577,66,15,single,rented,no,Economist,Andhra_Pradesh,3,10,0
937,5069739,40,1,single,rented,no,Design_Engineer,Tamil_Nadu,1,11,0
938,7198404,29,19,single,owned,yes,Graphic_Designer,Punjab,6,14,1
939,3361391,48,0,single,rented,no,Politician,Andhra_Pradesh,0,14,0
940,422892,59,7,single,rented,yes,Biomedical_Engineer,Maharashtra,7,10,1
941,4356797,57,4,single,owned,no,Architect,West_Bengal,4,12,0
942,7098273,67,10,single,rented,no,Chartered_Accountant,Andhra_Pradesh,3,12,1
943,1356494,68,5,single,rented,no,Politician,West_Bengal,5,12,0
944,4707147,27,10,single,rented,no,Secretary,Uttar_Pradesh,4,10,0
945,5221691,42,17,single,rented,no,Police_officer,Jharkhand,4,14,0
946,5507871,72,5,married,rented,yes,Designer,West_Bengal,5,10,0
947,9455042,33,20,single,rented,no,Politician,Jharkhand,10,12,1
948,6922312,40,19,single,rented,yes,Financial_Analyst,Rajasthan,14,13,0
949,2310149,35,9,single,rented,no,Air_traffic_controller,Jammu_and_Kashmir,9,11,0
950,8087598,44,18,single,rented,no,Chef,Uttar_Pradesh,14,11,0
951,2491348,47,11,single,rented,no,Artist,Telangana,11,10,0
952,6258257,41,8,single,rented,yes,Lawyer,Tamil_Nadu,7,14,0
953,4949796,51,16,single,rented,no,Secretary,West_Bengal,8,12,0
954,726110,68,18,single,norent_noown,yes,Software_Developer,Jharkhand,10,13,0
955,2741381,35,17,single,rented,no,Computer_operator,Telangana,3,14,0
956,7831154,64,7,single,rented,no,Statistician,Andhra_Pradesh,7,14,0
957,9543987,50,13,single,rented,no,Design_Engineer,Uttar_Pradesh,11,14,0
958,9938741,79,4,single,rented,yes,Civil_servant,Tamil_Nadu,4,12,0
959,5128999,53,12,single,rented,no,Designer,Assam,12,10,0
960,1900932,69,11,single,rented,no,Mechanical_engineer,Tamil_Nadu,5,10,0
961,4703725,37,6,single,rented,no,Biomedical_Engineer,Madhya_Pradesh,6,10,0
962,8745080,55,18,single,rented,yes,Librarian,Tamil_Nadu,4,13,1
963,2408696,26,11,single,rented,no,Graphic_Designer,Uttar_Pradesh,11,11,0
964,9545124,29,2,single,rented,yes,Mechanical_engineer,Puducherry,2,11,0
965,4486618,31,6,single,norent_noown,yes,Police_officer,Haryana,6,10,0
966,2740278,65,4,single,rented,no,Civil_engineer,Maharashtra,4,10,0
967,3546473,39,5,single,rented,yes,Petroleum_Engineer,Rajasthan,3,10,0
968,8006236,49,6,single,rented,no,Secretary,Gujarat,6,10,0
969,6775535,60,20,single,rented,no,Psychologist,Uttar_Pradesh,7,14,0
970,7808637,65,13,married,rented,no,Consultant,Uttar_Pradesh,7,10,0
971,8306987,66,0,single,rented,no,Statistician,Maharashtra,0,12,0
972,4136252,79,12,married,rented,yes,Fashion_Designer,Karnataka,12,14,0
973,3777592,76,12,married,rented,yes,Economist,Rajasthan,4,10,0
974,2557871,55,14,single,rented,yes,Biomedical_Engineer,Assam,3,12,0
975,1614323,28,18,single,rented,no,Secretary,Bihar,6,14,0
976,991107,34,14,married,rented,yes,Designer,Bihar,7,10,0
977,6686452,34,4,single,rented,no,Flight_attendant,Madhya_Pradesh,4,12,0
978,9789626,21,20,single,rented,no,Economist,Bihar,4,13,1
979,8049089,60,18,single,rented,no,Aviator,Uttar_Pradesh,5,12,0
980,2875030,49,10,single,rented,no,Designer,Assam,10,10,0
981,6064204,62,14,married,rented,no,Lawyer,Maharashtra,10,10,0
982,4054318,74,3,single,rented,no,Web_designer,Maharashtra,3,11,0
983,5969456,27,12,single,rented,no,Analyst,West_Bengal,10,14,0
984,2921004,47,4,single,rented,yes,Geologist,Tamil_Nadu,4,11,0
985,384314,57,7,single,rented,no,Police_officer,Puducherry,3,12,0
986,2453112,34,6,single,rented,no,Microbiologist,Uttar_Pradesh,6,14,1
987,4879862,75,2,single,owned,no,Computer_operator,Madhya_Pradesh,2,12,0
988,3068781,27,17,single,rented,yes,Comedian,Madhya_Pradesh,3,14,0
989,3679290,25,9,single,rented,no,Psychologist,Maharashtra,6,11,0
990,4508919,59,6,single,rented,yes,Artist,Uttar_Pradesh,6,14,0
991,9676479,48,17,married,rented,no,Analyst,Tamil_Nadu,14,14,0
992,2854227,57,3,single,rented,no,Aviator,Uttar_Pradesh,3,13,0
993,8448595,32,13,single,owned,no,Financial_Analyst,Madhya_Pradesh,3,13,0
994,6563024,34,2,single,rented,no,Scientist,Karnataka,2,13,0
995,6104859,47,12,single,rented,yes,Surgeon,Punjab,12,11,0
996,6907195,55,5,single,owned,no,Police_officer,Andhra_Pradesh,3,10,0
997,9253093,54,2,single,rented,yes,Secretary,Bihar,2,12,1
998,9464966,67,14,single,norent_noown,yes,Statistician,Tamil_Nadu,14,10,0
999,3346084,23,18,single,rented,no,Web_designer,Odisha,6,13,0
1000,5472585,63,17,married,rented,no,Computer_operator,Telangana,6,11,0
1001,8367934,39,0,married,norent_noown,no,Comedian,Haryana,0,12,0
1002,5639809,75,0,single,rented,no,Drafter,Uttarakhand,0,10,0
1003,8996089,71,5,single,rented,no,Librarian,Chhattisgarh,5,12,0
1004,2451102,30,3,single,rented,no,Technology_specialist,Telangana,3,13,0
1005,9374682,54,1,married,rented,no,Firefighter,Telangana,1,12,0
1006,4968665,72,11,single,owned,yes,Design_Engineer,Andhra_Pradesh,3,13,0
1007,8729941,33,20,single,rented,no,Technical_writer,Maharashtra,11,11,0
1008,1582091,23,6,single,rented,yes,Librarian,West_Bengal,6,12,0
1009,5245448,25,8,single,rented,yes,Technology_specialist,Tamil_Nadu,7,14,0
1010,5307708,67,17,single,rented,no,Geologist,Bihar,4,13,0
1011,7715562,55,6,married,rented,no,Designer,Gujarat,6,10,0
1012,7921653,35,16,single,rented,no,Mechanical_engineer,Maharashtra,6,14,0
1013,1577761,22,16,married,rented,no,Industrial_Engineer,Chhattisgarh,7,12,0
1014,8200302,36,13,single,owned,no,Librarian,Himachal_Pradesh,5,11,0
1015,3480114,40,9,single,rented,yes,Architect,Bihar,9,12,0
1016,2876720,65,15,single,rented,no,Fashion_Designer,Chhattisgarh,4,14,0
1017,4660286,60,6,single,rented,no,Civil_servant,Uttar_Pradesh[5],6,11,0
1018,5724223,47,0,single,rented,no,Lawyer,Karnataka,0,12,0
1019,1538951,73,9,single,rented,yes,Geologist,Haryana,9,10,1
1020,6488070,71,10,single,rented,no,Financial_Analyst,Bihar,10,13,0
1021,3443292,68,15,single,rented,no,Drafter,Tamil_Nadu,5,12,0
1022,8369359,49,7,single,rented,yes,Police_officer,Uttarakhand,7,13,0
1023,803487,50,14,single,rented,no,Surgeon,Tamil_Nadu,6,14,0
1024,1779389,41,7,single,rented,no,Dentist,Karnataka,7,14,0
1025,2522353,71,17,married,rented,no,Hotel_Manager,West_Bengal,13,11,0
1026,8520822,72,7,single,rented,yes,Police_officer,Bihar,7,11,0
1027,6381958,63,0,single,rented,yes,Politician,Maharashtra,0,12,0
1028,549075,62,16,single,rented,no,Magistrate,Delhi,4,12,0
1029,7589290,66,15,single,rented,no,Librarian,West_Bengal,8,14,0
1030,4724398,78,6,single,owned,no,Statistician,Karnataka,3,11,0
1031,8497305,70,11,single,rented,no,Lawyer,Madhya_Pradesh,8,10,0
1032,1874355,26,11,single,rented,yes,Magistrate,Bihar,11,10,0
1033,7566386,27,16,single,rented,no,Drafter,Tamil_Nadu,14,10,0
1034,4674975,38,13,single,rented,yes,Petroleum_Engineer,Chhattisgarh,12,10,0
1035,9238028,46,19,single,rented,no,Hotel_Manager,Maharashtra,3,14,0
1036,3691589,58,10,single,rented,no,Designer,Andhra_Pradesh,10,14,0
1037,9205244,53,6,single,rented,no,Mechanical_engineer,Assam,6,14,0
1038,8978796,27,3,single,rented,no,Biomedical_Engineer,Maharashtra,3,10,0
1039,2712710,70,8,single,rented,no,Psychologist,Madhya_Pradesh,5,11,0
1040,9247929,48,4,single,rented,yes,Geologist,Gujarat,3,13,0
1041,8325446,58,1,single,rented,yes,Statistician,Gujarat,1,13,0
1042,6994513,76,18,single,rented,yes,Economist,Rajasthan,6,14,0
1043,4011175,71,5,single,rented,yes,Computer_hardware_engineer,Andhra_Pradesh,5,13,0
1044,938587,44,7,single,rented,no,Economist,Jharkhand,7,10,0
1045,7453204,59,13,single,rented,no,Librarian,Maharashtra,8,10,0
1046,5904431,75,6,single,rented,yes,Chemical_engineer,Uttar_Pradesh,6,12,0
1047,1783274,34,8,single,owned,no,Surveyor,West_Bengal,7,12,1
1048,9079013,31,6,married,rented,no,Analyst,West_Bengal,6,10,0
1049,1562434,31,14,single,rented,no,Technology_specialist,Andhra_Pradesh,10,11,0
1050,7334048,58,9,single,rented,no,Chemical_engineer,Chhattisgarh,8,10,0
1051,7794515,51,2,single,rented,no,Web_designer,Uttar_Pradesh,2,11,1
1052,3657551,27,7,single,rented,no,Biomedical_Engineer,Kerala,7,10,0
1053,2780592,47,16,single,rented,yes,Design_Engineer,Gujarat,4,13,0
1054,7908068,23,1,single,rented,no,Mechanical_engineer,Jharkhand,1,10,0
1055,1867623,60,2,single,rented,yes,Chef,Tamil_Nadu,2,13,0
1056,3152333,61,11,single,norent_noown,yes,Air_traffic_controller,Madhya_Pradesh,7,14,1
1057,6237498,52,1,single,rented,yes,Geologist,Andhra_Pradesh,1,13,0
1058,4813985,21,8,single,rented,no,Technical_writer,Andhra_Pradesh,8,10,0
1059,6626765,57,10,single,rented,no,Technical_writer,Tamil_Nadu,10,13,0
1060,3834918,45,9,single,rented,no,Physician,Delhi,8,11,0
1061,4559022,63,5,single,rented,yes,Surveyor,Rajasthan,5,11,1
1062,7231280,27,0,single,rented,yes,Civil_engineer,Uttar_Pradesh,0,10,0
1063,2462452,50,18,single,rented,no,Chartered_Accountant,Andhra_Pradesh,10,14,0
1064,1714140,27,10,single,rented,yes,Politician,West_Bengal,10,10,1
1065,2167931,58,13,married,rented,no,Secretary,Tamil_Nadu,9,11,0
1066,7055046,22,10,single,rented,no,Lawyer,Andhra_Pradesh,6,13,0
1067,4613668,79,20,single,rented,no,Statistician,Karnataka,4,11,0
1068,4597007,48,0,single,rented,no,Consultant,Telangana,0,10,0
1069,3852642,23,11,single,rented,no,Chef,Telangana,11,12,0
1070,6381899,68,7,single,rented,yes,Financial_Analyst,Uttar_Pradesh,4,13,1
1071,9829765,31,14,single,rented,no,Physician,Madhya_Pradesh,12,14,0
1072,6932717,37,0,single,rented,no,Engineer,Jharkhand,0,13,0
1073,8398435,50,9,single,norent_noown,yes,Economist,Andhra_Pradesh,8,10,0
1074,523445,44,1,single,rented,yes,Graphic_Designer,Chhattisgarh,1,12,0
1075,6258651,24,18,single,rented,no,Surveyor,Uttar_Pradesh,4,11,0
1076,532746,78,18,married,rented,yes,Petroleum_Engineer,Uttarakhand,10,12,0
1077,6881187,23,18,single,rented,no,Technical_writer,Uttar_Pradesh,11,10,0
1078,755002,59,12,single,rented,no,Computer_operator,Assam,12,10,0
1079,7843174,64,19,single,rented,no,Politician,Madhya_Pradesh,14,14,0
1080,1647746,40,1,single,rented,yes,Magistrate,Jharkhand,1,12,0
1081,4005758,79,11,single,rented,yes,Civil_engineer,Puducherry,7,12,0
1082,7830578,43,15,married,rented,no,Web_designer,Maharashtra,6,10,0
1083,3670961,63,12,single,owned,no,Psychologist,Assam,3,11,0
1084,8757417,69,5,single,rented,yes,Statistician,Uttar_Pradesh,5,10,0
1085,4839082,74,17,single,rented,yes,Engineer,Tamil_Nadu,9,14,0
1086,7253122,72,20,single,rented,no,Magistrate,Tamil_Nadu,8,10,0
1087,9018523,54,18,single,rented,yes,Lawyer,Gujarat,5,13,0
1088,4170819,59,18,single,rented,no,Surgeon,Maharashtra,11,11,0
1089,2357771,59,1,single,rented,yes,Army_officer,Kerala,1,12,1
1090,9978516,51,5,single,rented,no,Statistician,Bihar,5,14,0
1091,710851,21,19,single,rented,yes,Psychologist,Uttar_Pradesh,14,12,0
1092,599470,53,17,single,rented,no,Flight_attendant,Jammu_and_Kashmir,3,13,0
1093,1500447,75,13,married,rented,no,Artist,Uttar_Pradesh,13,12,0
1094,9224297,69,19,married,owned,yes,Designer,Uttar_Pradesh,11,14,0
1095,249273,33,18,single,rented,no,Engineer,Andhra_Pradesh,9,14,0
1096,7524377,76,19,single,rented,no,Financial_Analyst,Uttar_Pradesh,5,13,0
1097,6758152,71,10,single,rented,no,Secretary,Jharkhand,7,11,0
1098,9385960,75,10,single,rented,no,Engineer,Tamil_Nadu,3,12,0
1099,5787761,76,1,single,rented,no,Chartered_Accountant,Bihar,1,13,0
1100,2215191,76,10,single,rented,no,Physician,Andhra_Pradesh,10,11,1
1101,7101109,34,0,single,rented,no,Dentist,West_Bengal,0,10,0
1102,6977568,68,1,single,rented,no,Technology_specialist,Andhra_Pradesh,1,10,0
1103,8036025,23,8,single,rented,no,Consultant,Himachal_Pradesh,4,14,1
1104,5187612,39,6,single,rented,no,Software_Developer,Andhra_Pradesh,6,12,0
1105,9953142,51,6,single,norent_noown,no,Scientist,West_Bengal,6,14,0
1106,8658757,28,6,single,rented,yes,Chef,Bihar,6,14,0
1107,4709297,42,14,single,rented,yes,Designer,Rajasthan,6,10,0
1108,7246361,55,19,single,rented,yes,Flight_attendant,Maharashtra,3,10,0
1109,9270608,79,14,single,rented,no,Analyst,West_Bengal,4,12,1
1110,4393229,34,11,single,rented,yes,Lawyer,Karnataka,9,12,0
1111,1509614,25,0,married,rented,yes,Firefighter,Andhra_Pradesh,0,13,0
1112,1908338,39,3,single,rented,no,Police_officer,Gujarat,3,10,0
1113,3204819,72,13,single,rented,no,Industrial_Engineer,West_Bengal,12,14,0
1114,8118992,52,5,single,rented,no,Dentist,Jharkhand,5,11,0
1115,7656726,79,9,single,rented,yes,Industrial_Engineer,Haryana,6,12,0
1116,968745,56,9,single,rented,no,Army_officer,Andhra_Pradesh,5,14,0
1117,9314999,51,20,married,rented,no,Architect,Andhra_Pradesh,7,10,0
1118,8196231,37,14,single,rented,yes,Economist,Assam,7,13,0
1119,5311549,56,12,single,rented,no,Aviator,Maharashtra,8,11,0
1120,5792307,24,9,single,rented,yes,Magistrate,Chandigarh,8,13,0
1121,5575513,71,0,single,rented,no,Chef,Andhra_Pradesh,0,11,0
1122,3468270,68,12,single,norent_noown,yes,Dentist,Odisha,6,14,0
1123,5867312,43,1,single,owned,no,Chartered_Accountant,Andhra_Pradesh,1,13,1
1124,5354814,29,20,single,owned,yes,Industrial_Engineer,Kerala,14,14,0
1125,6644494,61,9,single,rented,yes,Air_traffic_controller,Maharashtra,9,12,0
1126,7585042,53,15,single,rented,no,Official,Haryana,3,13,0
1127,2151167,41,2,single,rented,yes,Statistician,Assam,2,13,0
1128,9506126,30,12,single,owned,no,Economist,Uttar_Pradesh,12,13,0
1129,6810655,30,11,single,rented,no,Official,West_Bengal,10,12,1
1130,1558677,28,8,single,rented,no,Analyst,Gujarat,8,14,0
1131,4574793,32,20,single,rented,no,Secretary,Madhya_Pradesh,6,11,1
1132,5823407,68,8,single,rented,no,Analyst,West_Bengal,8,14,1
1133,8143512,31,7,single,rented,no,Financial_Analyst,Tamil_Nadu,6,14,1
1134,5827839,43,1,single,rented,no,Computer_hardware_engineer,Maharashtra,1,10,1
1135,2701804,61,8,single,rented,no,Dentist,West_Bengal,8,12,0
1136,1161702,28,4,married,rented,no,Librarian,Gujarat,4,14,0
1137,8259419,36,12,single,rented,yes,Police_officer,Odisha,5,14,0
1138,7804668,54,0,single,rented,no,Comedian,Chhattisgarh,0,14,0
1139,1659351,37,12,married,rented,yes,Industrial_Engineer,Uttar_Pradesh,12,11,0
1140,6834194,67,19,single,rented,yes,Comedian,Jharkhand,4,12,0
1141,3905134,74,3,married,rented,no,Analyst,Uttar_Pradesh,3,13,0
1142,329515,50,10,single,rented,no,Computer_hardware_engineer,Andhra_Pradesh,4,11,0
1143,9806306,78,15,single,rented,yes,Mechanical_engineer,Maharashtra,4,12,0
1144,7876459,73,3,single,rented,yes,Design_Engineer,Andhra_Pradesh,3,12,0
1145,2426917,58,12,single,rented,yes,Psychologist,Tamil_Nadu,12,14,0
1146,4461235,70,10,married,rented,no,Chartered_Accountant,Karnataka,10,12,0
1147,808476,36,1,single,rented,no,Biomedical_Engineer,Jharkhand,1,13,0
1148,9806896,53,0,married,rented,no,Computer_operator,Gujarat,0,11,0
1149,1711437,46,15,single,rented,no,Civil_engineer,Jharkhand,4,14,0
1150,3393850,59,18,single,rented,no,Chemical_engineer,Andhra_Pradesh,12,13,0
1151,7253442,24,17,single,rented,no,Economist,Odisha,8,10,1
1152,9145188,54,18,single,rented,no,Firefighter,Jharkhand,14,13,0
1153,7805855,44,10,single,rented,yes,Industrial_Engineer,Andhra_Pradesh,10,14,0
1154,8237019,76,8,single,rented,yes,Hotel_Manager,Uttar_Pradesh,8,12,0
1155,8688710,47,1,single,rented,no,Technician,Maharashtra,1,10,0
1156,5713579,53,14,single,rented,no,Air_traffic_controller,Maharashtra,10,11,1
1157,181844,33,6,married,rented,no,Computer_hardware_engineer,West_Bengal,6,11,0
1158,8854489,36,18,single,rented,no,Design_Engineer,Maharashtra,13,14,1
1159,6765574,21,7,single,rented,yes,Comedian,Himachal_Pradesh,5,12,0
1160,2493344,37,7,single,rented,yes,Consultant,Uttar_Pradesh,6,12,0
1161,1967194,58,9,single,rented,no,Air_traffic_controller,Madhya_Pradesh,9,11,0
1162,2397672,70,6,single,rented,no,Graphic_Designer,Kerala,6,11,1
1163,3745099,27,10,single,rented,no,Analyst,West_Bengal,10,11,1
1164,6309142,35,0,single,norent_noown,no,Scientist,Mizoram,0,14,0
1165,2139680,76,8,single,rented,yes,Technology_specialist,Bihar,4,12,0
1166,5439814,66,12,married,rented,no,Web_designer,Madhya_Pradesh,12,13,0
1167,6640673,30,15,single,rented,yes,Chemical_engineer,Gujarat,6,11,0
1168,4659517,76,2,married,rented,no,Army_officer,Andhra_Pradesh,2,12,0
1169,737051,58,0,single,rented,yes,Surgeon,Gujarat,0,12,0
1170,3090546,54,9,single,rented,no,Chemical_engineer,Rajasthan,5,12,1
1171,2206541,52,10,single,owned,no,Lawyer,Telangana,10,10,1
1172,5420974,27,14,single,rented,no,Hotel_Manager,Andhra_Pradesh,12,12,0
1173,1463112,45,20,single,rented,no,Microbiologist,Uttar_Pradesh,8,14,0
1174,6357644,37,5,single,rented,no,Surgeon,Uttar_Pradesh,5,12,0
1175,8828187,66,10,single,rented,no,Industrial_Engineer,Andhra_Pradesh,8,11,0
